NAMESPACE	LAST SEEN	TYPE	REASON	OBJECT	MESSAGE
pepr-system                 7m8s        Normal    Scheduled                        pod/pepr-uds-core-65ff788585-578cp                                                                                   Successfully assigned pepr-system/pepr-uds-core-65ff788585-578cp to k3d-uds-server-0
pepr-system                 7m8s        Normal    Scheduled                        pod/pepr-uds-core-65ff788585-ltl4h                                                                                   Successfully assigned pepr-system/pepr-uds-core-65ff788585-ltl4h to k3d-uds-server-0
zarf                        6m30s       Normal    Scheduled                        pod/zarf-docker-registry-5bdb47fb66-qbshr                                                                            Successfully assigned zarf/zarf-docker-registry-5bdb47fb66-qbshr to k3d-uds-server-0
zarf                        3m15s       Normal    Scheduled                        pod/zarf-docker-registry-5bdb47fb66-hp8nw                                                                            Successfully assigned zarf/zarf-docker-registry-5bdb47fb66-hp8nw to k3d-uds-server-0
loki                        4m44s       Normal    Scheduled                        pod/loki-write-0                                                                                                     Successfully assigned loki/loki-write-0 to k3d-uds-server-0
uds-dev-stack               9m38s       Normal    Scheduled                        pod/minio-post-job-gt94f                                                                                             Successfully assigned uds-dev-stack/minio-post-job-gt94f to k3d-uds-server-0
monitoring                  3m15s       Normal    Scheduled                        pod/kube-prometheus-stack-kube-state-metrics-65594f9476-fdtvs                                                        Successfully assigned monitoring/kube-prometheus-stack-kube-state-metrics-65594f9476-fdtvs to k3d-uds-server-0
istio-admin-gateway         7m23s       Normal    Scheduled                        pod/admin-ingressgateway-65c568569f-kt4mx                                                                            Successfully assigned istio-admin-gateway/admin-ingressgateway-65c568569f-kt4mx to k3d-uds-server-0
monitoring                  3m8s        Normal    Scheduled                        pod/prometheus-kube-prometheus-stack-prometheus-0                                                                    Successfully assigned monitoring/prometheus-kube-prometheus-stack-prometheus-0 to k3d-uds-server-0
pepr-system                 7m8s        Normal    Scheduled                        pod/pepr-uds-core-watcher-76956c5c56-sbtcd                                                                           Successfully assigned pepr-system/pepr-uds-core-watcher-76956c5c56-sbtcd to k3d-uds-server-0
monitoring                  3m15s       Normal    Scheduled                        pod/kube-prometheus-stack-prometheus-node-exporter-qzdd7                                                             Successfully assigned monitoring/kube-prometheus-stack-prometheus-node-exporter-qzdd7 to k3d-uds-server-0
promtail                    2m48s       Normal    Scheduled                        pod/promtail-mp76q                                                                                                   Successfully assigned promtail/promtail-mp76q to k3d-uds-server-0
monitoring                  3m15s       Normal    Scheduled                        pod/kube-prometheus-stack-operator-6db8586956-rctj4                                                                  Successfully assigned monitoring/kube-prometheus-stack-operator-6db8586956-rctj4 to k3d-uds-server-0
uds-dev-stack               9m52s       Normal    Scheduled                        pod/ensure-machine-id-dpmwz                                                                                          Successfully assigned uds-dev-stack/ensure-machine-id-dpmwz to k3d-uds-server-0
kube-system                 9m28s       Normal    Scheduled                        pod/coredns-5599cd45b7-ss6vc                                                                                         Successfully assigned kube-system/coredns-5599cd45b7-ss6vc to k3d-uds-server-0
kube-system                 10m         Normal    Scheduled                        pod/coredns-6799fbcd5-wcg6m                                                                                          Successfully assigned kube-system/coredns-6799fbcd5-wcg6m to k3d-uds-server-0
default                     10m         Normal    NodeReady                        node/k3d-uds-server-0                                                                                                Node k3d-uds-server-0 status is now: NodeReady
default                     10m         Normal    NodeAllocatableEnforced          node/k3d-uds-server-0                                                                                                Updated Node Allocatable limit across pods
default                     10m         Normal    Starting                         node/k3d-uds-server-0                                                                                                Starting kubelet.
default                     10m         Warning   InvalidDiskCapacity              node/k3d-uds-server-0                                                                                                invalid capacity 0 on image filesystem
default                     10m         Normal    NodeHasSufficientMemory          node/k3d-uds-server-0                                                                                                Node k3d-uds-server-0 status is now: NodeHasSufficientMemory
default                     10m         Normal    NodeHasNoDiskPressure            node/k3d-uds-server-0                                                                                                Node k3d-uds-server-0 status is now: NodeHasNoDiskPressure
default                     10m         Normal    NodeHasSufficientPID             node/k3d-uds-server-0                                                                                                Node k3d-uds-server-0 status is now: NodeHasSufficientPID
kube-system                 10m         Normal    AppliedManifest                  addon/ccm                                                                                                            Applied manifest at "/var/lib/rancher/k3s/server/manifests/ccm.yaml"
kube-system                 10m         Normal    AppliedManifest                  addon/runtimes                                                                                                       Applied manifest at "/var/lib/rancher/k3s/server/manifests/runtimes.yaml"
kube-system                 10m         Normal    ApplyingManifest                 addon/ccm                                                                                                            Applying manifest at "/var/lib/rancher/k3s/server/manifests/ccm.yaml"
kube-system                 10m         Normal    ApplyingManifest                 addon/rolebindings                                                                                                   Applying manifest at "/var/lib/rancher/k3s/server/manifests/rolebindings.yaml"
kube-system                 10m         Normal    AppliedManifest                  addon/rolebindings                                                                                                   Applied manifest at "/var/lib/rancher/k3s/server/manifests/rolebindings.yaml"
kube-system                 10m         Normal    ApplyingManifest                 addon/runtimes                                                                                                       Applying manifest at "/var/lib/rancher/k3s/server/manifests/runtimes.yaml"
default                     10m         Normal    NodePasswordValidationComplete   node/k3d-uds-server-0                                                                                                Deferred node password secret validation complete
default                     10m         Normal    Synced                           node/k3d-uds-server-0                                                                                                Node synced successfully
default                     10m         Normal    RegisteredNode                   node/k3d-uds-server-0                                                                                                Node k3d-uds-server-0 event: Registered Node k3d-uds-server-0 in Controller
kube-system                 10m         Normal    SuccessfulCreate                 replicaset/coredns-6799fbcd5                                                                                         Created pod: coredns-6799fbcd5-wcg6m
kube-system                 10m         Normal    ScalingReplicaSet                deployment/coredns                                                                                                   Scaled up replica set coredns-6799fbcd5 to 1
kube-system                 10m         Normal    Pulling                          pod/coredns-6799fbcd5-wcg6m                                                                                          Pulling image "rancher/mirrored-coredns-coredns:1.10.1"
kube-system                 10m         Normal    Started                          pod/coredns-6799fbcd5-wcg6m                                                                                          Started container coredns
kube-system                 10m         Normal    AppliedManifest                  addon/coredns                                                                                                        Applied manifest at "/var/lib/rancher/k3s/server/manifests/coredns.yaml"
kube-system                 10m         Normal    ApplyingManifest                 addon/coredns                                                                                                        Applying manifest at "/var/lib/rancher/k3s/server/manifests/coredns.yaml"
kube-system                 10m         Normal    Created                          pod/coredns-6799fbcd5-wcg6m                                                                                          Created container coredns
kube-system                 10m         Normal    Pulled                           pod/coredns-6799fbcd5-wcg6m                                                                                          Successfully pulled image "rancher/mirrored-coredns-coredns:1.10.1" in 1.638s (1.638s including waiting)
uds-dev-stack               10m         Normal    SuccessfulCreate                 daemonset/metallb-speaker                                                                                            Created pod: metallb-speaker-f7x9f
uds-dev-stack               10m         Normal    SuccessfulCreate                 replicaset/metallb-controller-6b7f78f78d                                                                             Created pod: metallb-controller-6b7f78f78d-nh5d7
uds-dev-stack               10m         Normal    ScalingReplicaSet                deployment/metallb-controller                                                                                        Scaled up replica set metallb-controller-6b7f78f78d to 1
uds-dev-stack               10m         Normal    Pulling                          pod/metallb-controller-6b7f78f78d-nh5d7                                                                              Pulling image "quay.io/metallb/controller:v0.14.6"
uds-dev-stack               10m         Warning   FailedMount                      pod/metallb-speaker-f7x9f                                                                                            MountVolume.SetUp failed for volume "memberlist" : secret "metallb-memberlist" not found
uds-dev-stack               10m         Normal    Pulled                           pod/metallb-controller-6b7f78f78d-nh5d7                                                                              Successfully pulled image "quay.io/metallb/controller:v0.14.6" in 5.329s (5.329s including waiting)
uds-dev-stack               10m         Normal    Created                          pod/metallb-controller-6b7f78f78d-nh5d7                                                                              Created container controller
uds-dev-stack               10m         Normal    Started                          pod/metallb-controller-6b7f78f78d-nh5d7                                                                              Started container controller
uds-dev-stack               10m         Normal    Pulling                          pod/metallb-speaker-f7x9f                                                                                            Pulling image "quay.io/frrouting/frr:9.1.0"
uds-dev-stack               10m         Normal    Pulled                           pod/metallb-speaker-f7x9f                                                                                            Successfully pulled image "quay.io/frrouting/frr:9.1.0" in 4.252s (4.252s including waiting)
uds-dev-stack               10m         Normal    Created                          pod/metallb-speaker-f7x9f                                                                                            Created container cp-frr-files
uds-dev-stack               10m         Normal    Started                          pod/metallb-speaker-f7x9f                                                                                            Started container cp-frr-files
uds-dev-stack               10m         Normal    Pulling                          pod/metallb-speaker-f7x9f                                                                                            Pulling image "quay.io/metallb/speaker:v0.14.6"
uds-dev-stack               9m58s       Normal    Started                          pod/metallb-speaker-f7x9f                                                                                            Started container cp-reloader
uds-dev-stack               9m58s       Normal    Pulled                           pod/metallb-speaker-f7x9f                                                                                            Successfully pulled image "quay.io/metallb/speaker:v0.14.6" in 3.252s (3.253s including waiting)
uds-dev-stack               9m58s       Normal    Created                          pod/metallb-speaker-f7x9f                                                                                            Created container cp-reloader
uds-dev-stack               9m57s       Normal    Started                          pod/metallb-speaker-f7x9f                                                                                            Started container cp-metrics
uds-dev-stack               9m57s       Normal    Created                          pod/metallb-speaker-f7x9f                                                                                            Created container cp-metrics
uds-dev-stack               9m57s       Normal    Pulled                           pod/metallb-speaker-f7x9f                                                                                            Container image "quay.io/metallb/speaker:v0.14.6" already present on machine
uds-dev-stack               9m56s       Normal    Created                          pod/metallb-speaker-f7x9f                                                                                            Created container reloader
uds-dev-stack               9m56s       Normal    Pulled                           pod/metallb-speaker-f7x9f                                                                                            Container image "quay.io/frrouting/frr:9.1.0" already present on machine
uds-dev-stack               9m56s       Normal    Started                          pod/metallb-speaker-f7x9f                                                                                            Started container reloader
uds-dev-stack               9m56s       Normal    Pulled                           pod/metallb-speaker-f7x9f                                                                                            Container image "quay.io/frrouting/frr:9.1.0" already present on machine
uds-dev-stack               9m56s       Normal    Started                          pod/metallb-speaker-f7x9f                                                                                            Started container frr
uds-dev-stack               9m56s       Normal    Pulled                           pod/metallb-speaker-f7x9f                                                                                            Container image "quay.io/metallb/speaker:v0.14.6" already present on machine
uds-dev-stack               9m56s       Normal    Created                          pod/metallb-speaker-f7x9f                                                                                            Created container speaker
uds-dev-stack               9m56s       Normal    Created                          pod/metallb-speaker-f7x9f                                                                                            Created container frr
uds-dev-stack               9m56s       Normal    Started                          pod/metallb-speaker-f7x9f                                                                                            Started container speaker
uds-dev-stack               9m56s       Normal    Pulled                           pod/metallb-speaker-f7x9f                                                                                            Container image "quay.io/frrouting/frr:9.1.0" already present on machine
uds-dev-stack               9m52s       Normal    Pulling                          pod/nginx-nkgvx                                                                                                      Pulling image "ghcr.io/defenseunicorns/oss/uds-k3d-nginx:alpine-1.25.3"
uds-dev-stack               9m52s       Normal    Pulling                          pod/local-path-provisioner-8f88fd45c-kcsvq                                                                           Pulling image "rancher/local-path-provisioner:v0.0.28"
uds-dev-stack               9m52s       Normal    SuccessfulCreate                 daemonset/nginx                                                                                                      Created pod: nginx-nkgvx
uds-dev-stack               9m52s       Normal    SuccessfulCreate                 replicaset/local-path-provisioner-8f88fd45c                                                                          Created pod: local-path-provisioner-8f88fd45c-kcsvq
uds-dev-stack               9m52s       Normal    Pulling                          pod/ensure-machine-id-dpmwz                                                                                          Pulling image "cgr.dev/chainguard/wolfi-base:latest"
uds-dev-stack               9m52s       Normal    SuccessfulCreate                 daemonset/ensure-machine-id                                                                                          Created pod: ensure-machine-id-dpmwz
uds-dev-stack               9m52s       Normal    ScalingReplicaSet                deployment/local-path-provisioner                                                                                    Scaled up replica set local-path-provisioner-8f88fd45c to 1
uds-dev-stack               9m50s       Normal    Pulled                           pod/local-path-provisioner-8f88fd45c-kcsvq                                                                           Successfully pulled image "rancher/local-path-provisioner:v0.0.28" in 1.737s (1.737s including waiting)
uds-dev-stack               9m50s       Normal    Created                          pod/nginx-nkgvx                                                                                                      Created container nginx
uds-dev-stack               9m50s       Normal    Started                          pod/nginx-nkgvx                                                                                                      Started container nginx
uds-dev-stack               9m50s       Normal    Pulled                           pod/nginx-nkgvx                                                                                                      Successfully pulled image "ghcr.io/defenseunicorns/oss/uds-k3d-nginx:alpine-1.25.3" in 2.016s (2.016s including waiting)
uds-dev-stack               9m50s       Normal    Started                          pod/local-path-provisioner-8f88fd45c-kcsvq                                                                           Started container local-path-provisioner
uds-dev-stack               9m50s       Normal    Created                          pod/local-path-provisioner-8f88fd45c-kcsvq                                                                           Created container local-path-provisioner
uds-dev-stack               9m49s       Normal    Pulled                           pod/ensure-machine-id-dpmwz                                                                                          Successfully pulled image "cgr.dev/chainguard/wolfi-base:latest" in 2.871s (2.871s including waiting)
uds-dev-stack               9m49s       Normal    Created                          pod/ensure-machine-id-dpmwz                                                                                          Created container generate-machine-id
uds-dev-stack               9m49s       Normal    Started                          pod/ensure-machine-id-dpmwz                                                                                          Started container generate-machine-id
uds-dev-stack               9m48s       Normal    Pulling                          pod/ensure-machine-id-dpmwz                                                                                          Pulling image "registry.k8s.io/pause:3.10"
uds-dev-stack               9m48s       Normal    ExternalProvisioning             persistentvolumeclaim/minio                                                                                          Waiting for a volume to be created either by the external provisioner 'rancher.io/local-path' or manually by the system administrator. If volume creation is delayed, please verify that the provisioner is running and correctly registered.
uds-dev-stack               9m48s       Normal    WaitForFirstConsumer             persistentvolumeclaim/minio                                                                                          waiting for first consumer to be created before binding
uds-dev-stack               9m48s       Normal    ScalingReplicaSet                deployment/minio                                                                                                     Scaled up replica set minio-58f77b59c9 to 1
uds-dev-stack               9m48s       Normal    Pulling                          pod/helper-pod-create-pvc-89e37bcf-ec0e-4bb5-8c56-3fdf2e628ff7                                                       Pulling image "busybox"
uds-dev-stack               9m48s       Normal    SuccessfulCreate                 replicaset/minio-58f77b59c9                                                                                          Created pod: minio-58f77b59c9-22x5q
uds-dev-stack               9m48s       Normal    Provisioning                     persistentvolumeclaim/minio                                                                                          External provisioner is provisioning volume for claim "uds-dev-stack/minio"
uds-dev-stack               9m47s       Normal    Started                          pod/ensure-machine-id-dpmwz                                                                                          Started container pause
uds-dev-stack               9m47s       Normal    Created                          pod/ensure-machine-id-dpmwz                                                                                          Created container pause
uds-dev-stack               9m47s       Normal    Pulled                           pod/ensure-machine-id-dpmwz                                                                                          Successfully pulled image "registry.k8s.io/pause:3.10" in 1.404s (1.404s including waiting)
uds-dev-stack               9m46s       Normal    Created                          pod/helper-pod-create-pvc-89e37bcf-ec0e-4bb5-8c56-3fdf2e628ff7                                                       Created container helper-pod
uds-dev-stack               9m46s       Normal    Pulled                           pod/helper-pod-create-pvc-89e37bcf-ec0e-4bb5-8c56-3fdf2e628ff7                                                       Successfully pulled image "busybox" in 1.257s (1.257s including waiting)
uds-dev-stack               9m46s       Normal    Started                          pod/helper-pod-create-pvc-89e37bcf-ec0e-4bb5-8c56-3fdf2e628ff7                                                       Started container helper-pod
uds-dev-stack               9m44s       Normal    ProvisioningSucceeded            persistentvolumeclaim/minio                                                                                          Successfully provisioned volume pvc-89e37bcf-ec0e-4bb5-8c56-3fdf2e628ff7
uds-dev-stack               9m43s       Normal    Pulling                          pod/minio-58f77b59c9-22x5q                                                                                           Pulling image "quay.io/minio/minio:RELEASE.2024-04-18T19-09-19Z"
uds-dev-stack               9m39s       Normal    Started                          pod/minio-58f77b59c9-22x5q                                                                                           Started container minio
uds-dev-stack               9m39s       Normal    Created                          pod/minio-58f77b59c9-22x5q                                                                                           Created container minio
uds-dev-stack               9m39s       Normal    Pulled                           pod/minio-58f77b59c9-22x5q                                                                                           Successfully pulled image "quay.io/minio/minio:RELEASE.2024-04-18T19-09-19Z" in 3.383s (3.383s including waiting)
uds-dev-stack               9m38s       Normal    SuccessfulCreate                 job/minio-post-job                                                                                                   Created pod: minio-post-job-gt94f
uds-dev-stack               9m38s       Normal    Pulling                          pod/minio-post-job-gt94f                                                                                             Pulling image "quay.io/minio/mc:RELEASE.2024-04-18T16-45-29Z"
uds-dev-stack               9m32s       Normal    Pulled                           pod/minio-post-job-gt94f                                                                                             Container image "quay.io/minio/mc:RELEASE.2024-04-18T16-45-29Z" already present on machine
uds-dev-stack               9m32s       Normal    Pulled                           pod/minio-post-job-gt94f                                                                                             Container image "quay.io/minio/mc:RELEASE.2024-04-18T16-45-29Z" already present on machine
uds-dev-stack               9m32s       Normal    Started                          pod/minio-post-job-gt94f                                                                                             Started container minio-make-policy
uds-dev-stack               9m32s       Normal    Created                          pod/minio-post-job-gt94f                                                                                             Created container minio-make-policy
uds-dev-stack               9m32s       Normal    Created                          pod/minio-post-job-gt94f                                                                                             Created container minio-make-user
uds-dev-stack               9m32s       Normal    Started                          pod/minio-post-job-gt94f                                                                                             Started container minio-make-bucket
uds-dev-stack               9m32s       Normal    Pulled                           pod/minio-post-job-gt94f                                                                                             Successfully pulled image "quay.io/minio/mc:RELEASE.2024-04-18T16-45-29Z" in 5.059s (5.059s including waiting)
uds-dev-stack               9m32s       Normal    Started                          pod/minio-post-job-gt94f                                                                                             Started container minio-make-user
uds-dev-stack               9m32s       Normal    Created                          pod/minio-post-job-gt94f                                                                                             Created container minio-make-bucket
kube-system                 9m29s       Normal    SuccessfulCreate                 replicaset/coredns-5599cd45b7                                                                                        Created pod: coredns-5599cd45b7-ss6vc
uds-dev-stack               9m29s       Normal    Completed                        job/minio-post-job                                                                                                   Job completed
kube-system                 9m29s       Normal    ScalingReplicaSet                deployment/coredns                                                                                                   Scaled down replica set coredns-6799fbcd5 to 0 from 1
kube-system                 9m29s       Normal    ScalingReplicaSet                deployment/coredns                                                                                                   Scaled up replica set coredns-5599cd45b7 to 1
kube-system                 9m29s       Normal    Killing                          pod/coredns-6799fbcd5-wcg6m                                                                                          Stopping container coredns
kube-system                 9m29s       Normal    SuccessfulDelete                 replicaset/coredns-6799fbcd5                                                                                         Deleted pod: coredns-6799fbcd5-wcg6m
kube-system                 9m28s       Normal    Pulled                           pod/coredns-5599cd45b7-ss6vc                                                                                         Container image "rancher/mirrored-coredns-coredns:1.10.1" already present on machine
kube-system                 9m28s       Normal    Created                          pod/coredns-5599cd45b7-ss6vc                                                                                         Created container coredns
kube-system                 9m28s       Normal    Started                          pod/coredns-5599cd45b7-ss6vc                                                                                         Started container coredns
zarf                        9m17s       Normal    Created                          pod/injector                                                                                                         Created container injector
zarf                        9m17s       Normal    Pulled                           pod/injector                                                                                                         Container image "rancher/mirrored-coredns-coredns:1.10.1" already present on machine
zarf                        9m17s       Normal    Started                          pod/injector                                                                                                         Started container injector
zarf                        9m16s       Normal    ScalingReplicaSet                deployment/zarf-docker-registry                                                                                      Scaled up replica set zarf-docker-registry-745c48f4fb to 1
zarf                        9m16s       Normal    Provisioning                     persistentvolumeclaim/zarf-docker-registry                                                                           External provisioner is provisioning volume for claim "zarf/zarf-docker-registry"
